,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
2681874,48-2102,3,0,1,0,69,1,6,2,0,6,       0,0,8000,2,0,450.9,0,2,2,1,1,14.0,14.0
2681875,48-2102,4,0,1,0,40,1,6,1,0,6,       0,0,6200,1,47,450.9,0,2,1,1,2,5.0,5.0
2681952,48-2510,3,0,1,0,82,2,4,1,0,10,       0,0,8600,2,0,3092.4,1,2,1,2,1,83.0,83.0
2681969,48-2515,3,0,1,0,42,2,4,1,0,6,92MP    ,92,400,1,0,2134.8,0,1,1,1,1,78.0,78.0
2682018,48-2515,3,0,1,0,59,1,6,2,0,6,       0,0,0,0,0,2134.8,0,2,2,1,1,75.0,75.0
2682107,48-2515,3,0,1,0,60,2,6,8,0,7,       0,0,720,1,0,2134.8,0,2,2,1,2,66.0,66.0
2682193,48-2102,4,0,1,0,21,2,6,6,0,7,611M1   ,61,4500,1,0,450.9,0,1,1,1,1,9.0,9.0
2682237,48-2102,3,0,1,0,59,1,6,1,0,4,       0,0,12000,2,0,450.9,0,1,1,1,1,14.0,14.0
2682245,48-2510,3,0,1,0,92,2,5,1,1,6,       0,0,0,0,0,3092.4,0,2,2,2,2,21.0,21.0
2682268,48-2515,4,0,1,0,56,2,3,2,0,6,       0,0,9300,2,70,2134.8,0,2,2,1,1,10.0,10.0
2682295,48-2102,4,0,1,0,65,2,4,1,0,6,       0,0,520,1,4,450.9,0,2,1,1,2,20.0,20.0
2682326,48-2507,4,0,1,0,92,2,5,1,0,6,       0,0,11000,2,91,3731.1,0,2,2,1,1,8.0,8.0
2682360,48-2515,3,0,1,0,69,2,5,1,0,3,       0,0,32900,4,0,2134.8,0,1,2,1,2,32.0,32.0
2682402,48-2515,4,0,1,0,54,1,2,2,0,6,5613    ,56,0,0,1,2134.8,0,1,1,1,1,56.0,56.0
2682412,48-2102,3,0,1,0,35,1,6,1,1,2,       0,0,0,0,0,450.9,0,1,1,1,1,69.0,69.0
2682565,48-2102,3,0,1,0,32,1,6,1,1,4,23      ,23,33000,4,0,450.9,0,1,1,1,1,49.0,49.0
2682620,48-2515,4,0,1,0,85,2,2,1,0,6,52M1    ,52,18000,3,148,2134.8,0,2,2,1,2,29.0,29.0
2682719,48-2101,3,0,1,0,15,1,6,2,0,3,       0,0,0,0,0,357.4,0,1,1,1,1,84.0,84.0
2682723,48-2102,3,0,1,0,76,2,2,1,1,4,       0,0,9600,2,0,450.9,0,2,2,1,1,11.0,11.0
2682741,48-2101,4,0,1,0,18,2,6,1,0,5,       0,0,9600,2,73,357.4,0,2,1,2,1,8.0,8.0
2682779,48-2515,3,0,1,0,29,1,6,2,0,6,8111Z   ,81,20400,3,0,2134.8,0,1,1,1,1,92.0,92.0
2682857,48-2102,3,0,1,0,80,2,2,1,0,6,       0,0,13000,2,0,450.9,0,2,1,1,1,11.0,11.0
2682895,48-2102,3,0,1,0,39,1,2,1,1,7,       0,0,0,0,0,450.9,0,1,1,1,1,64.0,64.0
2682915,48-2507,3,0,1,0,86,1,5,2,0,6,       0,0,8600,2,0,3731.1,1,2,2,1,1,68.0,68.0
2682951,48-2101,4,0,1,0,20,1,6,2,0,7,722Z    ,72,11000,2,0,357.4,0,1,1,1,1,74.0,74.0
2682969,48-2102,3,0,1,0,31,1,6,1,0,6,       0,0,0,0,0,450.9,0,1,1,1,1,59.0,59.0
2683019,48-2101,4,0,1,0,46,2,6,1,0,6,       0,0,11000,2,84,357.4,0,2,1,1,1,30.0,30.0
2683045,48-2102,3,0,1,0,45,1,4,1,0,6,       0,0,0,0,0,450.9,0,1,1,1,1,58.0,58.0
2683115,48-2102,3,0,1,0,46,1,4,1,0,6,       0,0,-2100,0,0,450.9,0,1,1,1,1,57.0,57.0
2683168,48-2515,3,0,1,0,79,2,5,1,0,3,4441Z   ,44,7600,2,0,2134.8,0,2,2,1,2,79.0,79.0
2683207,48-2515,3,0,1,0,62,1,6,8,1,6,       0,0,12100,2,0,2134.8,0,1,2,1,1,35.0,35.0
2683215,48-2516,4,0,1,0,40,1,4,2,0,10,7211    ,72,20000,3,150,1338.4,0,1,1,1,1,23.0,23.0
2683218,48-2102,3,0,1,0,39,2,4,1,0,10,       0,0,1200,1,0,450.9,0,1,2,2,1,14.0,14.0
2683220,48-2507,4,0,1,0,77,2,5,1,0,7,       0,0,23000,3,190,3731.1,0,1,2,2,2,15.0,15.0
2683229,48-2515,4,0,1,0,40,1,3,1,0,7,722Z    ,72,0,0,1,2134.8,0,1,1,1,1,12.0,12.0
2683249,48-2102,3,0,1,0,21,1,6,1,1,6,4413    ,44,15000,3,0,450.9,0,1,1,1,1,60.0,60.0
2683264,48-2102,4,0,1,0,58,2,5,1,0,5,       0,0,9100,2,69,450.9,0,1,2,1,2,6.0,6.0
2683269,48-2101,3,0,1,0,92,1,5,1,0,10,       0,0,9600,2,0,357.4,1,2,2,1,2,13.0,13.0
2683276,48-2510,3,0,1,0,92,2,5,1,0,5,       0,0,2400,1,0,3092.4,0,2,2,1,1,24.0,24.0
2683309,48-2515,3,0,1,0,22,1,6,1,0,3,8111Z   ,81,19200,3,0,2134.8,0,1,1,1,1,91.0,91.0
2683418,48-2101,3,0,1,0,33,1,6,1,0,6,23      ,23,40000,5,0,357.4,0,1,1,1,1,77.0,77.0
2683420,48-2515,3,0,1,0,68,1,2,1,0,2,       0,0,8604,2,0,2134.8,0,2,2,1,1,16.0,16.0
2683505,48-2515,4,0,1,0,40,1,3,1,0,7,722Z    ,72,0,0,1,2134.8,0,1,1,1,1,53.0,53.0
2683516,48-2507,4,0,1,0,92,2,5,1,0,6,       0,0,23000,3,190,3731.1,0,2,2,1,1,14.0,14.0
2683523,48-2101,4,0,1,0,28,1,6,2,0,6,       0,0,9200,2,69,357.4,0,2,1,1,1,20.0,20.0
2683559,48-2510,3,0,1,0,75,1,4,1,0,11,       0,0,8600,2,0,3092.4,0,2,2,1,1,23.0,23.0
2683579,48-2102,3,0,1,0,33,1,6,1,0,6,8129    ,81,13000,2,0,450.9,0,1,1,1,2,51.0,51.0
2683608,48-2515,3,0,1,0,78,2,2,1,0,11,92MP    ,92,0,0,0,2134.8,0,1,2,1,1,95.0,95.0
2683694,48-2102,4,0,1,0,17,1,6,1,0,6,       0,0,0,0,1,450.9,0,1,1,1,1,39.0,39.0
2683720,48-2515,3,0,1,0,51,2,2,7,4,6,5617Z   ,56,20,1,0,2134.8,0,1,1,1,1,49.0,49.0
2683825,48-2516,4,0,1,0,56,2,3,2,0,6,       0,0,9300,2,70,1338.4,0,2,2,1,1,3.0,3.0
2683967,48-2515,3,0,1,0,29,2,3,9,0,2,722Z    ,72,0,0,0,2134.8,0,2,1,1,1,81.0,81.0
2684070,48-2507,4,0,1,0,59,1,4,1,0,7,4231    ,42,11200,2,85,3731.1,0,2,1,2,2,12.0,12.0
2684102,48-2102,4,0,1,0,20,2,6,8,0,6,611M1   ,61,4500,1,0,450.9,0,1,1,1,1,8.0,8.0
2684111,48-2101,3,0,1,0,86,2,2,1,0,6,       0,0,7500,2,0,357.4,0,1,2,1,2,16.0,16.0
2684159,48-2515,3,0,1,0,69,2,5,1,0,3,       0,0,32900,4,0,2134.8,0,1,2,1,2,125.0,125.0
2684160,48-2515,3,0,1,0,44,2,4,1,1,5,6216    ,62,41000,5,0,2134.8,0,2,1,1,1,77.0,77.0
2684161,48-2507,3,0,1,0,92,2,5,1,0,7,       0,0,16800,3,0,3731.1,0,2,2,1,1,106.0,106.0
2684211,48-2102,3,0,1,0,82,1,2,1,0,6,       0,0,15000,3,0,450.9,0,2,2,1,1,81.0,81.0
2684234,48-2102,3,0,1,0,27,1,2,2,0,6,       0,0,0,0,0,450.9,1,1,1,1,1,50.0,50.0
2684264,48-2515,3,0,1,0,72,1,5,2,0,7,       0,0,13000,2,0,2134.8,0,1,2,1,1,33.0,33.0
2684367,48-2101,3,0,1,0,40,2,3,1,0,7,4533    ,45,45000,5,0,357.4,0,2,1,1,1,64.0,64.0
2684443,48-2515,3,0,1,0,30,1,6,1,0,5,23      ,23,0,0,0,2134.8,0,1,1,1,1,80.0,80.0
2684457,48-2101,4,0,1,0,18,2,6,1,0,6,4481    ,44,15700,3,0,357.4,0,1,1,1,1,24.0,24.0
2684458,48-2515,3,0,1,0,23,1,6,2,0,4,       0,0,0,0,0,2134.8,0,1,1,1,1,92.0,92.0
2684552,48-2510,3,0,1,0,92,2,5,1,0,7,       0,0,16800,3,0,3092.4,0,2,2,1,1,67.0,67.0
2684561,48-2515,3,0,1,0,29,2,6,1,0,6,722Z    ,72,5000,1,0,2134.8,0,1,1,1,1,91.0,91.0
2684620,48-2101,4,0,1,0,25,2,6,7,1,7,722Z    ,72,0,0,0,357.4,0,1,1,2,1,24.0,24.0
2684681,48-2102,3,0,1,0,50,1,4,1,0,6,       0,0,0,0,0,450.9,0,1,1,1,1,48.0,48.0
2684685,48-2515,4,0,1,0,21,1,6,1,0,6,5613    ,56,3500,1,26,2134.8,0,1,1,1,1,44.0,44.0
2684829,48-2510,3,0,1,0,79,2,5,1,0,3,4441Z   ,44,7600,2,0,3092.4,0,2,2,1,2,85.0,85.0
2684839,48-2510,3,0,1,0,92,2,5,1,0,6,       0,0,18100,3,0,3092.4,0,2,2,2,2,21.0,21.0
2684873,48-2102,3,0,1,0,79,1,5,1,0,7,       0,0,9600,2,0,450.9,0,1,1,1,1,66.0,66.0
2684924,48-2101,4,0,1,0,46,2,6,1,0,6,       0,0,11000,2,84,357.4,0,2,1,1,1,16.0,16.0
2684972,48-2515,3,0,1,0,28,1,6,7,1,6,23      ,23,6100,1,0,2134.8,0,1,1,1,1,80.0,80.0
2685012,48-2102,4,0,1,0,54,2,6,1,0,6,       0,0,520,1,3,450.9,0,2,1,1,2,19.0,19.0
2685080,48-2102,3,0,1,0,30,1,6,2,0,6,       0,0,0,0,0,450.9,0,1,1,1,1,50.0,50.0
2685104,48-2515,4,0,1,0,21,1,2,1,0,6,8111Z   ,81,1600,1,0,2134.8,1,1,1,1,1,146.0,146.0
2685105,48-2102,4,0,1,0,23,2,6,2,3,7,4244    ,42,4500,1,0,450.9,0,1,1,1,1,7.0,7.0
2685136,48-2102,3,0,1,0,71,1,2,1,0,6,       0,0,18000,3,0,450.9,0,2,1,1,1,11.0,11.0
2685176,48-2515,3,0,1,0,45,1,6,1,0,2,493     ,49,12000,2,0,2134.8,0,2,1,1,1,74.0,74.0
2685196,48-2101,3,0,1,0,48,1,2,1,1,2,484     ,48,12300,2,0,357.4,0,1,1,1,1,71.0,71.0
2685263,48-2515,3,0,1,0,69,2,5,1,0,3,       0,0,8600,2,0,2134.8,0,1,2,1,2,21.0,21.0
2685282,48-2102,3,0,1,0,33,1,6,2,0,6,       0,0,0,0,0,450.9,0,1,1,1,1,59.0,59.0
2685403,48-2102,3,0,1,0,60,1,4,1,0,5,       0,0,1300,1,0,450.9,0,1,2,1,1,11.0,11.0
2685679,48-2101,3,0,1,0,92,2,5,1,0,6,       0,0,18100,3,0,357.4,0,2,2,1,1,16.0,16.0
2685681,48-2102,3,0,1,0,28,1,3,1,1,7,4441Z   ,44,24000,3,0,450.9,0,1,1,1,1,60.0,60.0
2685821,48-2515,3,0,1,0,52,2,6,1,0,8,923     ,92,13900,2,0,2134.8,0,1,2,1,1,31.0,31.0
2685823,48-2102,3,0,1,0,33,1,4,3,4,6,23      ,23,0,0,0,450.9,0,1,1,1,1,50.0,50.0
2686018,48-2510,3,0,1,0,92,2,5,1,0,5,       0,0,18000,3,0,3092.4,0,1,2,1,1,21.0,21.0
2686093,48-2510,3,0,1,0,60,2,6,8,0,7,       0,0,720,1,0,3092.4,0,2,2,1,2,22.0,22.0
2686108,48-2102,3,0,1,0,43,1,2,2,0,5,484     ,48,0,0,0,450.9,0,1,2,1,1,60.0,60.0
2686140,48-2510,3,0,1,0,79,1,2,1,0,6,       0,0,15220,3,0,3092.4,1,2,1,1,1,20.0,20.0
2686203,48-2510,3,0,1,0,84,2,4,1,1,2,       0,0,8600,2,0,3092.4,0,2,2,1,2,74.0,74.0
2686259,48-2102,4,0,1,0,19,1,6,1,0,7,       0,0,0,0,0,450.9,0,1,1,1,1,59.0,59.0
2686355,48-2515,3,0,1,0,24,2,6,1,0,7,722Z    ,72,20000,3,0,2134.8,0,1,1,1,1,91.0,91.0
2686431,48-2510,3,0,1,0,60,2,6,2,0,6,       0,0,0,0,0,3092.4,0,2,2,1,1,72.0,72.0
2686482,48-2101,4,0,1,0,18,2,6,1,1,6,722Z    ,72,13300,2,0,357.4,0,1,1,1,1,52.0,52.0
2686514,48-2515,4,0,1,0,41,1,6,2,0,6,488     ,48,9300,2,70,2134.8,0,2,1,1,1,11.0,11.0
2686517,48-2102,3,0,1,0,21,1,6,2,0,6,       0,0,0,0,0,450.9,0,2,1,1,1,52.0,52.0
2686544,48-2515,3,0,1,0,24,2,6,2,0,7,       0,0,10200,2,0,2134.8,0,2,1,1,1,77.0,77.0
2686576,48-2515,3,0,1,0,23,2,6,1,1,4,6244    ,62,5000,1,0,2134.8,0,2,1,1,2,93.0,93.0
2686638,48-2507,3,0,1,0,88,1,5,1,0,6,       0,0,10100,2,0,3731.1,1,2,2,1,1,75.0,75.0
2686654,48-2515,3,0,1,0,37,1,6,1,1,7,213     ,21,21600,3,0,2134.8,0,1,1,1,1,93.0,93.0
2686757,48-2101,4,0,1,0,46,2,6,1,0,6,       0,0,11000,2,84,357.4,0,2,1,1,1,19.0,19.0
2686781,48-2101,4,0,1,0,18,2,6,1,0,6,4481    ,44,15700,3,0,357.4,0,1,1,1,1,65.0,65.0
2686826,48-2516,3,0,1,0,81,1,5,1,0,8,       0,0,0,0,0,1338.4,0,2,2,1,1,62.0,62.0
2686889,48-2515,4,0,1,0,92,2,5,1,0,6,       0,0,11000,2,91,2134.8,0,2,2,1,1,35.0,35.0
2686925,48-2101,4,0,1,0,46,2,6,1,0,6,       0,0,11000,2,84,357.4,0,2,1,1,1,10.0,10.0
2686934,48-2515,3,0,1,0,62,1,6,8,1,6,       0,0,12100,2,0,2134.8,0,1,2,1,1,89.0,89.0
2686967,48-2101,3,0,1,0,58,1,6,2,0,2,       0,0,9000,2,0,357.4,0,2,2,1,1,67.0,67.0
2686996,48-2507,4,0,1,0,42,1,4,2,0,8,562     ,56,81000,7,501,3731.1,0,1,1,1,1,20.0,20.0
2687000,48-2515,3,0,1,0,67,1,2,7,1,6,       0,0,8400,2,0,2134.8,0,1,2,2,1,104.0,104.0
2687065,48-2101,3,0,1,0,86,2,2,1,0,6,       0,0,7500,2,0,357.4,0,1,2,1,2,57.0,57.0
2687111,48-2102,4,0,1,0,21,2,6,2,0,7,611M1   ,61,18330,3,0,450.9,0,1,1,1,1,8.0,8.0
2687119,48-2102,3,0,1,0,61,2,4,1,0,5,       0,0,9600,2,0,450.9,0,2,1,1,1,15.0,15.0
2687132,48-2102,4,0,1,0,19,2,6,7,1,6,       0,0,0,0,0,450.9,0,1,1,1,1,7.0,7.0
2687140,48-2102,3,0,1,0,77,2,5,1,0,6,       0,0,12000,2,0,450.9,0,2,2,1,1,17.0,17.0
2687191,48-2102,3,0,1,0,39,1,2,1,0,6,32199M  ,32,31000,4,0,450.9,0,1,1,1,1,50.0,50.0
2687215,48-2515,3,0,1,0,57,1,4,1,1,6,       0,0,9200,2,0,2134.8,0,1,2,1,1,88.0,88.0
2687243,48-2510,3,0,1,0,87,2,6,1,1,5,       0,0,8600,2,0,3092.4,0,1,1,1,1,26.0,26.0
2687340,48-2507,4,0,1,0,21,1,6,1,0,6,5613    ,56,3500,1,26,3731.1,0,1,1,1,1,17.0,17.0
2687342,48-2102,3,0,1,0,29,1,6,1,1,6,       0,0,0,0,0,450.9,0,1,1,1,1,60.0,60.0
2687462,48-2515,3,0,1,0,51,2,6,8,0,6,3116    ,31,0,0,0,2134.8,0,2,2,1,1,92.0,92.0
2687500,48-2101,3,0,1,0,9,2,6,1,0,1,       0,0,9999999,9,0,357.4,0,1,1,1,1,71.0,71.0
2687545,48-2515,3,0,1,0,30,2,2,2,0,6,4533    ,45,17600,3,0,2134.8,0,2,1,1,1,55.0,55.0
2687605,48-2101,4,0,1,0,18,2,6,1,1,6,722Z    ,72,13300,2,0,357.4,0,1,1,1,1,22.0,22.0
2687635,48-2516,3,0,1,0,78,2,5,2,0,6,       0,0,8600,2,0,1338.4,0,2,2,2,2,78.0,78.0
2687700,48-2102,3,0,1,0,37,1,6,1,1,6,23      ,23,0,0,0,450.9,0,1,1,1,1,60.0,60.0
2687879,48-2507,4,0,1,0,92,2,5,1,0,7,       0,0,23000,3,190,3731.1,0,1,2,2,1,35.0,35.0
2687904,48-2101,3,0,1,0,88,1,5,1,0,10,       0,0,9600,2,0,357.4,1,2,2,1,2,14.0,14.0
2687948,48-2515,4,0,1,0,30,1,2,1,0,6,3262M   ,32,20800,3,158,2134.8,0,1,1,1,1,22.0,22.0
2687970,48-2102,3,0,1,0,35,1,6,1,1,2,       0,0,0,0,0,450.9,0,1,1,1,1,50.0,50.0
2688008,48-2515,3,0,1,0,92,2,2,1,1,2,       0,0,8600,2,0,2134.8,0,2,2,1,1,19.0,19.0
2688011,48-2515,3,0,1,0,47,2,3,1,0,6,812112  ,81,0,0,0,2134.8,0,1,1,1,1,82.0,82.0
2688068,48-2101,3,0,1,0,23,1,6,2,0,8,722Z    ,72,5200,1,0,357.4,0,1,1,1,1,77.0,77.0
2688091,48-2515,3,0,1,0,50,2,6,1,1,6,814     ,81,1300,1,0,2134.8,0,2,2,2,1,79.0,79.0
2688172,48-2515,3,0,1,0,84,2,4,1,1,2,       0,0,8600,2,0,2134.8,0,2,2,1,2,17.0,17.0
2688259,48-2102,3,0,1,0,39,1,2,1,1,7,       0,0,0,0,0,450.9,0,1,1,1,1,44.0,44.0
2688293,48-2101,3,0,1,0,29,1,6,2,0,6,337     ,33,2000,1,0,357.4,0,1,1,1,1,65.0,65.0
2688451,48-2516,4,0,1,0,92,2,5,1,0,6,       0,0,23000,3,190,1338.4,0,2,2,1,1,22.0,22.0
2688513,48-2101,4,0,1,0,60,2,6,2,0,6,       0,0,13900,2,106,357.4,0,2,1,1,1,9.0,9.0
2688567,48-2510,4,0,1,0,77,2,5,1,0,7,       0,0,23000,3,190,3092.4,0,1,2,2,2,4.0,4.0
2688571,48-2101,3,0,1,0,92,2,5,1,0,6,       0,0,18100,3,0,357.4,0,2,2,1,1,75.0,75.0
2688574,48-2515,3,0,1,0,48,2,6,7,4,6,       0,0,0,0,0,2134.8,0,1,1,1,1,81.0,81.0
2688608,48-2510,3,0,1,0,81,2,5,2,0,6,       0,0,8600,2,0,3092.4,0,2,2,1,1,27.0,27.0
2688642,48-2515,3,0,1,0,48,2,4,1,0,6,92MP    ,92,60000,6,0,2134.8,0,1,1,2,1,57.0,57.0
2688662,48-2102,3,0,1,0,82,1,2,1,0,6,       0,0,15000,3,0,450.9,0,2,2,1,1,19.0,19.0
2688723,48-2515,3,0,1,0,84,2,4,1,1,2,       0,0,8600,2,0,2134.8,0,2,2,1,2,78.0,78.0
2688738,48-2515,3,0,1,0,27,2,6,1,0,6,       0,0,0,0,0,2134.8,0,1,1,1,1,79.0,79.0
2688781,48-2507,4,0,1,0,39,2,6,1,0,6,44511   ,44,0,0,1,3731.1,0,1,1,1,1,4.0,4.0
2688783,48-2515,3,0,1,0,27,1,6,1,0,6,722Z    ,72,700,1,0,2134.8,0,2,1,1,1,76.0,76.0
2688803,48-2102,3,0,1,0,48,1,4,1,0,7,       0,0,0,0,0,450.9,0,1,1,1,1,48.0,48.0
2688832,48-2102,3,0,1,0,77,2,5,1,0,6,       0,0,12000,2,0,450.9,0,2,2,1,1,106.0,106.0
2688847,48-2102,3,0,1,0,69,1,6,2,0,6,       0,0,8000,2,0,450.9,0,2,2,1,1,96.0,96.0
2688940,48-2102,3,0,1,0,79,1,5,1,0,7,       0,0,9600,2,0,450.9,0,1,1,1,1,18.0,18.0
2689010,48-2102,3,0,1,0,69,1,6,2,0,6,       0,0,8000,2,0,450.9,0,2,2,1,1,88.0,88.0
2689056,48-2515,3,0,1,0,60,2,6,1,0,10,       0,0,11400,2,0,2134.8,0,2,2,1,1,38.0,38.0
2689107,48-2515,3,0,1,0,28,1,6,1,1,6,493     ,49,4500,1,0,2134.8,0,1,1,1,1,78.0,78.0
2689128,48-2102,3,0,1,0,60,1,4,1,0,5,       0,0,1300,1,0,450.9,0,1,2,1,1,77.0,77.0
2689203,48-2515,4,0,1,0,29,1,6,1,0,6,23      ,23,800,1,6,2134.8,0,1,1,1,1,44.0,44.0
2689210,48-2515,3,0,1,0,26,1,6,1,1,6,23      ,23,15700,3,0,2134.8,0,1,1,1,1,79.0,79.0
2689347,48-2102,3,0,1,0,24,1,6,1,1,6,       0,0,0,0,0,450.9,0,1,1,1,1,50.0,50.0
2689382,48-2515,3,0,1,0,81,1,2,1,0,8,       0,0,2500,1,0,2134.8,0,2,2,1,1,78.0,78.0
2689391,48-2515,3,0,1,0,44,1,3,8,0,7,23      ,23,22000,3,0,2134.8,0,1,1,1,1,93.0,93.0
2689405,48-2510,3,0,1,0,79,2,5,1,0,3,4441Z   ,44,7600,2,0,3092.4,0,2,2,1,2,23.0,23.0
2689428,48-2102,4,0,1,0,21,2,6,2,0,7,722Z    ,72,17000,3,0,450.9,0,1,1,1,1,9.0,9.0
2689543,48-2101,3,0,1,0,58,1,6,2,0,2,       0,0,9000,2,0,357.4,0,2,2,1,1,12.0,12.0
2689656,48-2101,4,0,1,0,20,1,6,2,0,7,722Z    ,72,11000,2,0,357.4,0,1,1,1,1,20.0,20.0
2689684,48-2515,4,0,1,0,62,1,4,2,0,10,5613    ,56,6100,1,46,2134.8,0,2,2,1,1,46.0,46.0
2689705,48-2102,4,0,1,0,63,2,4,1,0,4,       0,0,520,1,3,450.9,0,2,2,2,2,30.0,30.0
2689750,48-2102,4,0,1,0,20,1,6,2,0,7,5321    ,53,2300,1,0,450.9,0,1,1,1,1,71.0,71.0
2689843,48-2515,3,0,1,0,29,2,6,1,1,6,56173   ,56,20000,3,0,2134.8,0,2,1,1,1,45.0,45.0
2689860,48-2515,4,0,1,0,40,1,4,1,0,6,56173   ,56,2000,1,15,2134.8,0,1,1,1,1,53.0,53.0
2689870,48-2101,4,0,1,0,41,2,6,1,0,0,       0,0,8400,2,64,357.4,0,2,1,2,2,8.0,8.0
2689872,48-2515,4,0,1,0,18,1,6,2,0,6,928110P1,92,16000,3,0,2134.8,1,1,1,1,1,159.0,159.0
2690006,48-2515,3,0,1,0,59,1,2,1,0,6,8111Z   ,81,4800,1,0,2134.8,0,2,2,1,2,91.0,91.0
2690021,48-2515,4,0,1,0,40,1,3,1,0,7,722Z    ,72,0,0,1,2134.8,0,1,1,1,1,12.0,12.0
2690024,48-2101,4,0,1,0,20,2,6,3,1,6,4539    ,45,10000,2,0,357.4,0,2,1,1,1,21.0,21.0
2690084,48-2515,3,0,1,0,46,1,4,1,0,7,       0,0,7200,2,0,2134.8,0,2,1,1,1,91.0,91.0
2690090,48-2515,3,0,1,0,92,2,5,1,0,6,       0,0,18100,3,0,2134.8,0,2,2,2,2,73.0,73.0
2690143,48-2102,3,0,1,0,39,1,2,1,0,6,32199M  ,32,31000,4,0,450.9,0,1,1,1,1,82.0,82.0
2690166,48-2515,3,0,1,0,60,2,4,1,0,6,       0,0,720,1,0,2134.8,0,1,1,1,1,21.0,21.0
2690185,48-2515,3,0,1,0,27,2,4,1,0,6,3399ZM  ,33,0,0,0,2134.8,0,1,1,1,1,79.0,79.0
2690202,48-2101,4,0,1,0,40,1,2,1,3,8,       0,0,0,0,1,357.4,0,2,1,1,1,5.0,5.0
2690359,48-2515,3,0,1,0,27,2,2,1,4,2,       0,0,0,0,0,2134.8,0,1,1,1,1,90.0,90.0
2690464,48-2507,4,0,1,0,92,2,5,1,0,7,       0,0,23000,3,190,3731.1,0,1,2,2,1,13.0,13.0
2690478,48-2510,3,0,1,0,62,2,4,1,0,6,722Z    ,72,720,1,0,3092.4,0,2,2,1,1,22.0,22.0
2690557,48-2510,3,0,1,0,60,2,4,1,0,6,       0,0,720,1,0,3092.4,0,1,1,1,1,86.0,86.0
2690655,48-2515,3,0,1,0,39,2,4,8,0,6,       0,0,0,0,0,2134.8,0,1,1,1,1,94.0,94.0
2690746,48-2515,3,0,1,0,66,1,4,1,1,5,       0,0,8600,2,0,2134.8,0,2,2,1,1,57.0,57.0
2690780,48-2102,3,0,1,0,28,1,6,7,1,6,23      ,23,0,0,0,450.9,0,1,1,1,1,52.0,52.0
2690801,48-2515,3,0,1,0,80,1,4,1,0,11,       0,0,38400,5,0,2134.8,0,2,1,1,1,28.0,28.0
2690891,48-2515,3,0,1,0,48,2,3,1,4,6,5613    ,56,15000,3,0,2134.8,0,1,2,1,1,80.0,80.0
2691030,48-2101,3,0,1,0,74,1,2,1,0,7,       0,0,26400,4,0,357.4,0,2,2,1,1,80.0,80.0
2691108,48-2507,4,0,1,0,85,2,2,1,0,6,52M1    ,52,18000,3,148,3731.1,0,2,2,1,2,15.0,15.0
